relationship_id	type	start_id	end_id	properties	file_name
25276	catalysis	172	9405	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	escribano-2017-screening_of_enzymatic_activiti.yml
25277	catalysis	896	9405	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	escribano-2017-screening_of_enzymatic_activiti.yml
25278	produce	22	6087	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""44 hours"", ""medium"": ""TPM1 medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25279	produce	22	2230	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""44 hours"", ""medium"": ""TPM1 medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25280	produce	22	420	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""44 hours"", ""medium"": ""TPM1 medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25281	produce	22	882	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""44 hours"", ""medium"": ""TPM1 medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25282	catalysis	6087	1000	"{""ph"": null, ""temperature"": ""44 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25283	catalysis	2230	912	"{""ph"": null, ""temperature"": ""44 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25284	catalysis	420	912	"{""ph"": null, ""temperature"": ""44 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25285	catalysis	882	888	"{""ph"": null, ""temperature"": ""44 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiotec.2020.03.010.yml
25286	produce	22	5897	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""24 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.4103%2fjaptr.japtr_120_19.yml
25287	produce	115	281	"{""temperature"": ""50°C"", ""ph"": ""8.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	shi-2010-cloning_and_expression_of_a_lipase_ge.yml
25288	produce	22	281	"{""temperature"": ""50°C"", ""ph"": ""8.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	shi-2010-cloning_and_expression_of_a_lipase_ge.yml
25289	catalysis	281	283	"{""ph"": ""8.0"", ""temperature"": ""50°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	shi-2010-cloning_and_expression_of_a_lipase_ge.yml
25290	produce	115	1568	"{""temperature"": ""30°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": ""72 h"", ""medium"": ""rehydrated whey powder"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.3168%2fjds.2012-5385.yml
25291	catalysis	1568	25	"{""ph"": ""4.99"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.3168%2fjds.2012-5385.yml
25292	catalysis	131	436	"{""ph"": null, ""temperature"": ""24 h"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.biortech.2012.03.124.yml
25293	catalysis	1857	2440	"{""ph"": null, ""temperature"": ""late Val-A production phase"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.biortech.2012.03.124.yml
25294	produce	9406	9407	"{""temperature"": null, ""ph"": ""5.30-5.38"", ""substrate"": null, ""incubation_period"": ""180 min"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1111%2f1750-3841.13519.yml
25295	catalysis	9407	687	"{""ph"": ""5.30-5.38"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""stable"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1111%2f1750-3841.13519.yml
25296	catalysis	544	553	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1074%2fjbc.m303337200.yml
25297	catalysis	544	1184	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1074%2fjbc.m303337200.yml
25298	catalysis	544	9408	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1074%2fjbc.m303337200.yml
25299	produce	3174	7961	"{""temperature"": ""35°C"", ""ph"": ""6.8"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""milk-based medium"", ""moisture"": null, ""carbon_source"": ""soybean peptides"", ""nitrogen_source"": null, ""aeration"": ""0 VVM"", ""agitation"": ""100 rpm"", ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiosc.2009.10.011.yml
25300	produce	3174	7961	"{""temperature"": ""40°C"", ""ph"": ""6.8"", ""substrate"": null, ""incubation_period"": null, ""medium"": ""milk-based medium"", ""moisture"": null, ""carbon_source"": ""soybean peptides"", ""nitrogen_source"": null, ""aeration"": ""0 VVM"", ""agitation"": ""100 rpm"", ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.jbiosc.2009.10.011.yml
25301	catalysis	7961	1167	"{""ph"": ""6.8"", ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiosc.2009.10.011.yml
25302	catalysis	7961	1167	"{""ph"": ""6.8"", ""temperature"": ""40°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.jbiosc.2009.10.011.yml
25303	produce	3	9409	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1021%2facs.langmuir.0c02109.yml
25304	catalysis	9409	9410	"{""ph"": null, ""temperature"": ""UV light irradiation"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1021%2facs.langmuir.0c02109.yml
25305	produce	62	9411	"{""temperature"": ""20°C"", ""ph"": ""7.0"", ""substrate"": ""urea"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""urea"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2015.05.003.yml
25306	produce	2363	9411	"{""temperature"": ""20°C"", ""ph"": ""7.0"", ""substrate"": ""urea"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""urea"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2015.05.003.yml
25307	catalysis	9411	738	"{""ph"": ""7.0"", ""temperature"": ""20°C"", ""ions"": ""Ni²⁺"", ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ymben.2015.05.003.yml
25308	produce	408	184	"{""temperature"": ""55°C"", ""ph"": ""3.5-4.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	pavezzi-2008-production_and_characterization_o.yml
25309	produce	62	184	"{""temperature"": null, ""ph"": null, ""substrate"": ""potato starch"", ""incubation_period"": ""48 h"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	pavezzi-2008-production_and_characterization_o.yml
25310	catalysis	184	105	"{""ph"": ""3.5-4.0"", ""temperature"": ""55°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	pavezzi-2008-production_and_characterization_o.yml
25311	catalysis	184	9412	"{""ph"": ""3.5-4.0"", ""temperature"": ""55°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	pavezzi-2008-production_and_characterization_o.yml
25312	produce	62	9413	"{""temperature"": ""controlled"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	vallejo-2020-role_of_i_saccharomyces_cerevisia.yml
25313	produce	62	9414	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": ""high"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	vallejo-2020-role_of_i_saccharomyces_cerevisia.yml
25314	catalysis	9413	4	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	vallejo-2020-role_of_i_saccharomyces_cerevisia.yml
25315	catalysis	9414	919	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	vallejo-2020-role_of_i_saccharomyces_cerevisia.yml
25316	produce	22	402	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25317	produce	22	9415	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25318	produce	22	8661	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25319	produce	22	1881	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25320	produce	22	2236	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25321	produce	22	131	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25322	produce	22	6640	"{""temperature"": ""37°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25323	catalysis	402	1287	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25324	catalysis	9415	9416	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25325	catalysis	8661	368	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25326	catalysis	1881	369	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25327	catalysis	2236	1183	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25328	catalysis	131	1603	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25329	catalysis	6640	9417	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	xu-2019-improving_squalene_production_by_enhan.yml
25330	produce	3	9418	"{""temperature"": ""288 K"", ""ph"": ""4.0-4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	askolin-2004-purification,_crystallization_and.yml
25331	catalysis	9418	9419	"{""ph"": ""4.0-4.5"", ""temperature"": ""288 K"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""stable"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	askolin-2004-purification,_crystallization_and.yml
25332	produce	22	110	"{""temperature"": ""37°C"", ""ph"": ""4.0–4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25333	produce	22	111	"{""temperature"": ""37°C"", ""ph"": ""4.0–4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25334	produce	22	9420	"{""temperature"": ""37°C"", ""ph"": ""4.0–4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25335	produce	22	9421	"{""temperature"": ""37°C"", ""ph"": ""4.0–4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25336	produce	22	9422	"{""temperature"": ""37°C"", ""ph"": ""4.0–4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25337	catalysis	110	25	"{""ph"": ""4.0–4.5"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25338	catalysis	111	25	"{""ph"": ""4.0–4.5"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25339	catalysis	9420	4	"{""ph"": ""4.0–4.5"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25340	catalysis	9421	4	"{""ph"": ""4.0–4.5"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25341	catalysis	9422	4	"{""ph"": ""4.0–4.5"", ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	tomat-2013-phage_biocontrol_of_enteropathogeni.yml
25342	produce	22	9423	"{""temperature"": null, ""ph"": ""8.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	10.1021%2fbi000786d.yml
25343	catalysis	9423	9424	"{""ph"": ""8.5"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1021%2fbi000786d.yml
25344	produce	22	179	"{""temperature"": null, ""ph"": null, ""substrate"": ""pyruvate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25345	produce	22	235	"{""temperature"": null, ""ph"": null, ""substrate"": ""isocitrate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25346	produce	22	7012	"{""temperature"": null, ""ph"": null, ""substrate"": ""glyoxylate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25347	produce	22	9425	"{""temperature"": null, ""ph"": null, ""substrate"": ""isocitrate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25348	produce	22	420	"{""temperature"": null, ""ph"": null, ""substrate"": ""acetyl-CoA"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25349	produce	22	2038	"{""temperature"": null, ""ph"": null, ""substrate"": ""glyoxylate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25350	produce	22	723	"{""temperature"": null, ""ph"": null, ""substrate"": ""glycolate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25351	produce	22	8567	"{""temperature"": null, ""ph"": null, ""substrate"": ""glycolate"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25352	catalysis	9425	438	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25353	catalysis	420	340	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25354	catalysis	2038	2994	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25355	catalysis	723	8569	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25356	catalysis	8567	8569	"{""ph"": null, ""temperature"": ""37°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.ymben.2018.02.008.yml
25357	produce	22	5774	"{""temperature"": null, ""ph"": ""7.5"", ""substrate"": null, ""incubation_period"": ""72 hr"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	gevorgyan-2021-the_role_of__i_escherichia_coli.yml
25358	produce	22	5774	"{""temperature"": null, ""ph"": ""7.5"", ""substrate"": null, ""incubation_period"": ""72 hr"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	gevorgyan-2021-the_role_of__i_escherichia_coli.yml
25359	catalysis	5774	164	"{""ph"": ""7.5"", ""temperature"": ""20 hr"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	gevorgyan-2021-the_role_of__i_escherichia_coli.yml
25360	catalysis	5774	164	"{""ph"": ""7.5"", ""temperature"": ""72 hr"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	gevorgyan-2021-the_role_of__i_escherichia_coli.yml
25361	produce	9426	9427	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1006%2fabbi.2000.1894.yml
25362	produce	22	9427	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1006%2fabbi.2000.1894.yml
